gym,timestamp,consumption,MAX
Mosman,2010-12-08 00:00:00.0,3558.29,82.4
Mosman,2010-12-09 00:00:00.0,3546.53,91.4
Mosman,2010-12-10 00:00:00.0,3417.89,85.3
Mosman,2010-12-11 00:00:00.0,3057.01,84.6
Mosman,2010-12-12 00:00:00.0,2976.2,
Mosman,2010-12-13 00:00:00.0,,76.6
Mosman,2010-12-14 00:00:00.0,3624.17,
Mosman,2010-12-15 00:00:00.0,,
Mosman,2010-12-16 00:00:00.0,,
Mosman,2010-12-17 00:00:00.0,3333.17,
Mosman,2010-12-18 00:00:00.0,2941.14,81.0
Mosman,2010-12-19 00:00:00.0,2985.09,82.9
Mosman,2010-12-20 00:00:00.0,3231.72,75.2
Mosman,2010-12-21 00:00:00.0,3352.81,83.8
Mosman,2010-12-22 00:00:00.0,3430.88,77.0
Mosman,2010-12-23 00:00:00.0,3275.21,
Mosman,2010-12-24 00:00:00.0,,
Mosman,2010-12-25 00:00:00.0,2371.76,82.6
Mosman,2010-12-26 00:00:00.0,,
Mosman,2010-12-27 00:00:00.0,,66.7
Mosman,2010-12-28 00:00:00.0,,77.0
Mosman,2010-12-29 00:00:00.0,3340.54,81.9
Mosman,2010-12-30 00:00:00.0,3411.06,80.6
Mosman,2010-12-31 00:00:00.0,3199.32,
