gym,timestamp,consumption,MAX
Mosman,2010-12-20 00:00:00.0,,
Mosman,2010-12-21 00:00:00.0,3352.81,83.8
Mosman,2010-12-22 00:00:00.0,3430.88,
Mosman,2010-12-23 00:00:00.0,,
Mosman,2010-12-24 00:00:00.0,,
Mosman,2010-12-25 00:00:00.0,,
Mosman,2010-12-26 00:00:00.0,2222.07,90.0
Mosman,2010-12-27 00:00:00.0,2692.11,
Mosman,2010-12-28 00:00:00.0,,77.0
Mosman,2010-12-29 00:00:00.0,,
Mosman,2010-12-30 00:00:00.0,,
Mosman,2010-12-31 00:00:00.0,,86.0
