"   ","SITE_LOCATION_NAME","TIMESTAMP","TOTAL_KWH"
"86","Bondi Platinum","1/09/2010 9:15:00 PM","18.7"
"87","Bondi Platinum","1/09/2010 9:30:00 PM","19.03"
"88","Bondi Platinum","1/09/2010 9:45:00 PM","18.65"
"89","Bondi Platinum","1/09/2010 10:00:00 PM","16.66"
"90","Bondi Platinum","1/09/2010 10:15:00 PM","14.35"
"91","Bondi Platinum","1/09/2010 10:30:00 PM","14.67"
"92","Bondi Platinum","1/09/2010 10:45:00 PM","15.07"
"93","Bondi Platinum","1/09/2010 11:00:00 PM","14.73"
"94","Bondi Platinum","1/09/2010 11:15:00 PM","15.08"
"95","Bondi Platinum","1/09/2010 11:30:00 PM","14.62"
"96","Bondi Platinum","1/09/2010 11:45:00 PM","14.71"
"97","Bondi Platinum","2/09/2010","14.65"
"98","Bondi Platinum","2/09/2010 12:15:00 AM","14.79"
"99","Bondi Platinum","2/09/2010 12:30:00 AM","14.75"
"100","Bondi Platinum","2/09/2010 12:45:00 AM","14.32"
"101","Bondi Platinum","2/09/2010 1:00:00 AM","14.24"
"102","Bondi Platinum","2/09/2010 1:15:00 AM","14.64"
"103","Bondi Platinum","2/09/2010 1:30:00 AM","14.92"
"104","Bondi Platinum","2/09/2010 1:45:00 AM","13.96"
"105","Bondi Platinum","2/09/2010 2:00:00 AM","13.79"
"106","Bondi Platinum","2/09/2010 2:15:00 AM","13.83"
"107","Bondi Platinum","2/09/2010 2:30:00 AM","13.69"
"108","Bondi Platinum","2/09/2010 2:45:00 AM","13.84"
"109","Bondi Platinum","2/09/2010 3:00:00 AM","13.58"
"110","Bondi Platinum","2/09/2010 3:15:00 AM","13.61"
"111","Bondi Platinum","2/09/2010 3:30:00 AM","13.85"
"112","Bondi Platinum","2/09/2010 3:45:00 AM","13.71"
"113","Bondi Platinum","2/09/2010 4:00:00 AM","13.6"
"114","Bondi Platinum","2/09/2010 4:15:00 AM","13.77"
"115","Bondi Platinum","2/09/2010 4:30:00 AM","13.76"
"116","Bondi Platinum","2/09/2010 4:45:00 AM","14.46"
"117","Bondi Platinum","2/09/2010 5:00:00 AM","17.08"
"118","Bondi Platinum","2/09/2010 5:15:00 AM","21.77"
"119","Bondi Platinum","2/09/2010 5:30:00 AM","21.89"
"120","Bondi Platinum","2/09/2010 5:45:00 AM","21.32"
"121","Bondi Platinum","2/09/2010 6:00:00 AM","21.26"
"122","Bondi Platinum","2/09/2010 6:15:00 AM","21.82"
"123","Bondi Platinum","2/09/2010 6:30:00 AM","23.13"
"124","Bondi Platinum","2/09/2010 6:45:00 AM","23.9"
"125","Bondi Platinum","2/09/2010 7:00:00 AM","23.14"
"126","Bondi Platinum","2/09/2010 7:15:00 AM","24.01"
"127","Bondi Platinum","2/09/2010 7:30:00 AM","24.95"
"128","Bondi Platinum","2/09/2010 7:45:00 AM","24.34"
"129","Bondi Platinum","2/09/2010 8:00:00 AM","21.56"
"130","Bondi Platinum","2/09/2010 8:15:00 AM","20.93"
"131","Bondi Platinum","2/09/2010 8:30:00 AM","21.01"
"132","Bondi Platinum","2/09/2010 8:45:00 AM","20.78"
"133","Bondi Platinum","2/09/2010 9:00:00 AM","20.57"
"134","Bondi Platinum","2/09/2010 9:15:00 AM","20.91"
"135","Bondi Platinum","2/09/2010 9:30:00 AM","23.32"
"136","Bondi Platinum","2/09/2010 9:45:00 AM","21.51"
"137","Bondi Platinum","2/09/2010 10:00:00 AM","23.79"
"138","Bondi Platinum","2/09/2010 10:15:00 AM","21.93"
"139","Bondi Platinum","2/09/2010 10:30:00 AM","21.29"
"140","Bondi Platinum","2/09/2010 10:45:00 AM","20.72"
"141","Bondi Platinum","2/09/2010 11:00:00 AM","21.57"
"142","Bondi Platinum","2/09/2010 11:15:00 AM","19.89"
"143","Bondi Platinum","2/09/2010 11:30:00 AM","21.13"
"144","Bondi Platinum","2/09/2010 11:45:00 AM","19.65"
"145","Bondi Platinum","2/09/2010 12:00:00 PM","20.72"
"146","Bondi Platinum","2/09/2010 12:15:00 PM","20.62"
"147","Bondi Platinum","2/09/2010 12:30:00 PM","20.57"
"148","Bondi Platinum","2/09/2010 12:45:00 PM","22.23"
"149","Bondi Platinum","2/09/2010 1:00:00 PM","21.23"
"150","Bondi Platinum","2/09/2010 1:15:00 PM","19.57"
"151","Bondi Platinum","2/09/2010 1:30:00 PM","19.74"
"152","Bondi Platinum","2/09/2010 1:45:00 PM","19.98"
"153","Bondi Platinum","2/09/2010 2:00:00 PM","20.71"
"154","Bondi Platinum","2/09/2010 2:15:00 PM","23.25"
"155","Bondi Platinum","2/09/2010 2:30:00 PM","19.64"
"156","Bondi Platinum","2/09/2010 2:45:00 PM","19.4"
"157","Bondi Platinum","2/09/2010 3:00:00 PM","19.2"
"158","Bondi Platinum","2/09/2010 3:15:00 PM","19.81"
"159","Bondi Platinum","2/09/2010 3:30:00 PM","22.1"
"160","Bondi Platinum","2/09/2010 3:45:00 PM","18.72"
"161","Bondi Platinum","2/09/2010 4:00:00 PM","22.02"
"162","Bondi Platinum","2/09/2010 4:15:00 PM","24.49"
"163","Bondi Platinum","2/09/2010 4:30:00 PM","23.98"
"164","Bondi Platinum","2/09/2010 4:45:00 PM","24.13"
"165","Bondi Platinum","2/09/2010 5:00:00 PM","24.29"
"166","Bondi Platinum","2/09/2010 5:15:00 PM","25.17"
"167","Bondi Platinum","2/09/2010 5:30:00 PM","25.49"
"168","Bondi Platinum","2/09/2010 5:45:00 PM","25.61"
"169","Bondi Platinum","2/09/2010 6:00:00 PM","24.44"
"170","Bondi Platinum","2/09/2010 6:15:00 PM","29.77"
"171","Bondi Platinum","2/09/2010 6:30:00 PM","30.29"
"172","Bondi Platinum","2/09/2010 6:45:00 PM","26.25"
"173","Bondi Platinum","2/09/2010 7:00:00 PM","23.53"
"174","Bondi Platinum","2/09/2010 7:15:00 PM","29.19"
"175","Bondi Platinum","2/09/2010 7:30:00 PM","28.47"
"176","Bondi Platinum","2/09/2010 7:45:00 PM","24.06"
"177","Bondi Platinum","2/09/2010 8:00:00 PM","22.64"
"178","Bondi Platinum","2/09/2010 8:15:00 PM","22.78"
"179","Bondi Platinum","2/09/2010 8:30:00 PM","22.72"
"180","Bondi Platinum","2/09/2010 8:45:00 PM","21.51"
"181","Bondi Platinum","2/09/2010 9:00:00 PM","24.73"
"182","Bondi Platinum","2/09/2010 9:15:00 PM","21.03"
"183","Bondi Platinum","2/09/2010 9:30:00 PM","22.29"
"184","Bondi Platinum","2/09/2010 9:45:00 PM","20.52"
"185","Bondi Platinum","2/09/2010 10:00:00 PM","17.83"
"186","Bondi Platinum","2/09/2010 10:15:00 PM","14.37"
"187","Bondi Platinum","2/09/2010 10:30:00 PM","14.23"
"188","Bondi Platinum","2/09/2010 10:45:00 PM","14.78"
"189","Bondi Platinum","2/09/2010 11:00:00 PM","15.04"
"190","Bondi Platinum","2/09/2010 11:15:00 PM","14.67"
"191","Bondi Platinum","2/09/2010 11:30:00 PM","14.85"
"192","Bondi Platinum","2/09/2010 11:45:00 PM","14.49"
"193","Bondi Platinum","3/09/2010","14.33"
"194","Bondi Platinum","3/09/2010 12:15:00 AM","14.56"
"195","Bondi Platinum","3/09/2010 12:30:00 AM","14.72"
"196","Bondi Platinum","3/09/2010 12:45:00 AM","14.64"
"197","Bondi Platinum","3/09/2010 1:00:00 AM","14.71"
"198","Bondi Platinum","3/09/2010 1:15:00 AM","14.17"
"199","Bondi Platinum","3/09/2010 1:30:00 AM","14.13"
"200","Bondi Platinum","3/09/2010 1:45:00 AM","13.62"
"201","Bondi Platinum","3/09/2010 2:00:00 AM","13.67"
"202","Bondi Platinum","3/09/2010 2:15:00 AM","13.69"
"203","Bondi Platinum","3/09/2010 2:30:00 AM","13.76"
"204","Bondi Platinum","3/09/2010 2:45:00 AM","13.75"
"205","Bondi Platinum","3/09/2010 3:00:00 AM","13.75"
"206","Bondi Platinum","3/09/2010 3:15:00 AM","13.73"
"207","Bondi Platinum","3/09/2010 3:30:00 AM","13.73"
"208","Bondi Platinum","3/09/2010 3:45:00 AM","13.8"
"209","Bondi Platinum","3/09/2010 4:00:00 AM","13.64"
"210","Bondi Platinum","3/09/2010 4:15:00 AM","13.67"
"211","Bondi Platinum","3/09/2010 4:30:00 AM","13.8"
"212","Bondi Platinum","3/09/2010 4:45:00 AM","14.56"
"213","Bondi Platinum","3/09/2010 5:00:00 AM","17.12"
"214","Bondi Platinum","3/09/2010 5:15:00 AM","21.72"
"215","Bondi Platinum","3/09/2010 5:30:00 AM","21.88"
"216","Bondi Platinum","3/09/2010 5:45:00 AM","21.27"
"217","Bondi Platinum","3/09/2010 6:00:00 AM","21.66"
"218","Bondi Platinum","3/09/2010 6:15:00 AM","23.42"
"219","Bondi Platinum","3/09/2010 6:30:00 AM","22.84"
"220","Bondi Platinum","3/09/2010 6:45:00 AM","25.6"
"221","Bondi Platinum","3/09/2010 7:00:00 AM","23.3"
"222","Bondi Platinum","3/09/2010 7:15:00 AM","22.92"
"223","Bondi Platinum","3/09/2010 7:30:00 AM","23.33"
"224","Bondi Platinum","3/09/2010 7:45:00 AM","23.38"
"225","Bondi Platinum","3/09/2010 8:00:00 AM","26"
"226","Bondi Platinum","3/09/2010 8:15:00 AM","23.22"
"227","Bondi Platinum","3/09/2010 8:30:00 AM","21.97"
"228","Bondi Platinum","3/09/2010 8:45:00 AM","22.44"
"229","Bondi Platinum","3/09/2010 9:00:00 AM","23.98"
"230","Bondi Platinum","3/09/2010 9:15:00 AM","23.92"
"231","Bondi Platinum","3/09/2010 9:30:00 AM","21.95"
"232","Bondi Platinum","3/09/2010 9:45:00 AM","21.15"
"233","Bondi Platinum","3/09/2010 10:00:00 AM","21.99"
"234","Bondi Platinum","3/09/2010 10:15:00 AM","21.8"
"235","Bondi Platinum","3/09/2010 10:30:00 AM","24.26"
"236","Bondi Platinum","3/09/2010 10:45:00 AM","21.88"
"237","Bondi Platinum","3/09/2010 11:00:00 AM","19.29"
"238","Bondi Platinum","3/09/2010 11:15:00 AM","21.33"
"239","Bondi Platinum","3/09/2010 11:30:00 AM","22.41"
"240","Bondi Platinum","3/09/2010 11:45:00 AM","19.68"
"241","Bondi Platinum","3/09/2010 12:00:00 PM","19.69"
"242","Bondi Platinum","3/09/2010 12:15:00 PM","21.63"
"243","Bondi Platinum","3/09/2010 12:30:00 PM","20.62"
"244","Bondi Platinum","3/09/2010 12:45:00 PM","22.68"
"245","Bondi Platinum","3/09/2010 1:00:00 PM","19.32"
"246","Bondi Platinum","3/09/2010 1:15:00 PM","20.27"
"247","Bondi Platinum","3/09/2010 1:30:00 PM","20.73"
"248","Bondi Platinum","3/09/2010 1:45:00 PM","17.71"
"249","Bondi Platinum","3/09/2010 2:00:00 PM","18.24"
"250","Bondi Platinum","3/09/2010 2:15:00 PM","22.34"
"251","Bondi Platinum","3/09/2010 2:30:00 PM","20.52"
"252","Bondi Platinum","3/09/2010 2:45:00 PM","19.95"
"253","Bondi Platinum","3/09/2010 3:00:00 PM","17.78"
"254","Bondi Platinum","3/09/2010 3:15:00 PM","20.05"
"255","Bondi Platinum","3/09/2010 3:30:00 PM","18.05"
"256","Bondi Platinum","3/09/2010 3:45:00 PM","19.64"
"257","Bondi Platinum","3/09/2010 4:00:00 PM","19.37"
"258","Bondi Platinum","3/09/2010 4:15:00 PM","21.38"
"259","Bondi Platinum","3/09/2010 4:30:00 PM","20.75"
"260","Bondi Platinum","3/09/2010 4:45:00 PM","19.54"
"261","Bondi Platinum","3/09/2010 5:00:00 PM","22.16"
"262","Bondi Platinum","3/09/2010 5:15:00 PM","23.46"
"263","Bondi Platinum","3/09/2010 5:30:00 PM","24.82"
"264","Bondi Platinum","3/09/2010 5:45:00 PM","25.98"
"265","Bondi Platinum","3/09/2010 6:00:00 PM","24.63"
"266","Bondi Platinum","3/09/2010 6:15:00 PM","23.85"
"267","Bondi Platinum","3/09/2010 6:30:00 PM","24.07"
"268","Bondi Platinum","3/09/2010 6:45:00 PM","22.13"
"269","Bondi Platinum","3/09/2010 7:00:00 PM","21.9"
"270","Bondi Platinum","3/09/2010 7:15:00 PM","20.09"
"271","Bondi Platinum","3/09/2010 7:30:00 PM","22.27"
"272","Bondi Platinum","3/09/2010 7:45:00 PM","20.27"
"273","Bondi Platinum","3/09/2010 8:00:00 PM","20.68"
"274","Bondi Platinum","3/09/2010 8:15:00 PM","19.97"
"275","Bondi Platinum","3/09/2010 8:30:00 PM","17.45"
"276","Bondi Platinum","3/09/2010 8:45:00 PM","17.99"
"277","Bondi Platinum","3/09/2010 9:00:00 PM","19.5"
"278","Bondi Platinum","3/09/2010 9:15:00 PM","17.52"
"279","Bondi Platinum","3/09/2010 9:30:00 PM","17.21"
"280","Bondi Platinum","3/09/2010 9:45:00 PM","15.73"
"281","Bondi Platinum","3/09/2010 10:00:00 PM","15.25"
"282","Bondi Platinum","3/09/2010 10:15:00 PM","13.09"
"283","Bondi Platinum","3/09/2010 10:30:00 PM","13.18"
"284","Bondi Platinum","3/09/2010 10:45:00 PM","14.03"
"285","Bondi Platinum","3/09/2010 11:00:00 PM","14.1"
"286","Bondi Platinum","3/09/2010 11:15:00 PM","14.53"
"287","Bondi Platinum","3/09/2010 11:30:00 PM","14.27"
"288","Bondi Platinum","3/09/2010 11:45:00 PM","14.33"
"289","Bondi Platinum","4/09/2010","14.33"
"290","Bondi Platinum","4/09/2010 12:15:00 AM","13.93"
"291","Bondi Platinum","4/09/2010 12:30:00 AM","14.26"
"292","Bondi Platinum","4/09/2010 12:45:00 AM","14.45"
"293","Bondi Platinum","4/09/2010 1:00:00 AM","14.42"
"294","Bondi Platinum","4/09/2010 1:15:00 AM","14.16"
"295","Bondi Platinum","4/09/2010 1:30:00 AM","13.36"
"296","Bondi Platinum","4/09/2010 1:45:00 AM","13.23"
"297","Bondi Platinum","4/09/2010 2:00:00 AM","13.43"
"298","Bondi Platinum","4/09/2010 2:15:00 AM","13.37"
"299","Bondi Platinum","4/09/2010 2:30:00 AM","13.33"
"300","Bondi Platinum","4/09/2010 2:45:00 AM","13.55"
"301","Bondi Platinum","4/09/2010 3:00:00 AM","13.43"
"302","Bondi Platinum","4/09/2010 3:15:00 AM","13.18"
"303","Bondi Platinum","4/09/2010 3:30:00 AM","13.45"
"304","Bondi Platinum","4/09/2010 3:45:00 AM","13.41"
"305","Bondi Platinum","4/09/2010 4:00:00 AM","13.35"
"306","Bondi Platinum","4/09/2010 4:15:00 AM","13.25"
"307","Bondi Platinum","4/09/2010 4:30:00 AM","13.34"
"308","Bondi Platinum","4/09/2010 4:45:00 AM","13.31"
"309","Bondi Platinum","4/09/2010 5:00:00 AM","13.34"
"310","Bondi Platinum","4/09/2010 5:15:00 AM","13.37"
"311","Bondi Platinum","4/09/2010 5:30:00 AM","13.3"
"312","Bondi Platinum","4/09/2010 5:45:00 AM","13.28"
"313","Bondi Platinum","4/09/2010 6:00:00 AM","13.5"
"314","Bondi Platinum","4/09/2010 6:15:00 AM","13.29"
"315","Bondi Platinum","4/09/2010 6:30:00 AM","13.98"
"316","Bondi Platinum","4/09/2010 6:45:00 AM","20.16"
"317","Bondi Platinum","4/09/2010 7:00:00 AM","24.88"
"318","Bondi Platinum","4/09/2010 7:15:00 AM","20.38"
"319","Bondi Platinum","4/09/2010 7:30:00 AM","20.2"
"320","Bondi Platinum","4/09/2010 7:45:00 AM","20.84"
"321","Bondi Platinum","4/09/2010 8:00:00 AM","21.82"
"322","Bondi Platinum","4/09/2010 8:15:00 AM","25.82"
"323","Bondi Platinum","4/09/2010 8:30:00 AM","22.41"
"324","Bondi Platinum","4/09/2010 8:45:00 AM","22.55"
"325","Bondi Platinum","4/09/2010 9:00:00 AM","20.58"
"326","Bondi Platinum","4/09/2010 9:15:00 AM","23.06"
"327","Bondi Platinum","4/09/2010 9:30:00 AM","25.28"
"328","Bondi Platinum","4/09/2010 9:45:00 AM","24.13"
"329","Bondi Platinum","4/09/2010 10:00:00 AM","23.95"
"330","Bondi Platinum","4/09/2010 10:15:00 AM","24.38"
"331","Bondi Platinum","4/09/2010 10:30:00 AM","23.47"
"332","Bondi Platinum","4/09/2010 10:45:00 AM","23.56"
"333","Bondi Platinum","4/09/2010 11:00:00 AM","26.34"
"334","Bondi Platinum","4/09/2010 11:15:00 AM","24.39"
"335","Bondi Platinum","4/09/2010 11:30:00 AM","24.15"
"336","Bondi Platinum","4/09/2010 11:45:00 AM","24.37"
"337","Bondi Platinum","4/09/2010 12:00:00 PM","24.22"
"338","Bondi Platinum","4/09/2010 12:15:00 PM","20.45"
"339","Bondi Platinum","4/09/2010 12:30:00 PM","19.67"
"340","Bondi Platinum","4/09/2010 12:45:00 PM","19.59"
"341","Bondi Platinum","4/09/2010 1:00:00 PM","22.41"
"342","Bondi Platinum","4/09/2010 1:15:00 PM","20.56"
"343","Bondi Platinum","4/09/2010 1:30:00 PM","20.65"
"344","Bondi Platinum","4/09/2010 1:45:00 PM","20.03"
"345","Bondi Platinum","4/09/2010 2:00:00 PM","18.8"
"346","Bondi Platinum","4/09/2010 2:15:00 PM","18.53"
"347","Bondi Platinum","4/09/2010 2:30:00 PM","19.89"
"348","Bondi Platinum","4/09/2010 2:45:00 PM","19.73"
"349","Bondi Platinum","4/09/2010 3:00:00 PM","19.64"
"350","Bondi Platinum","4/09/2010 3:15:00 PM","19.58"
"351","Bondi Platinum","4/09/2010 3:30:00 PM","19.88"
"352","Bondi Platinum","4/09/2010 3:45:00 PM","18.85"
"353","Bondi Platinum","4/09/2010 4:00:00 PM","18.66"
"354","Bondi Platinum","4/09/2010 4:15:00 PM","19.39"
"355","Bondi Platinum","4/09/2010 4:30:00 PM","19.92"
"356","Bondi Platinum","4/09/2010 4:45:00 PM","18.64"
"357","Bondi Platinum","4/09/2010 5:00:00 PM","20.1"
"358","Bondi Platinum","4/09/2010 5:15:00 PM","24.18"
"359","Bondi Platinum","4/09/2010 5:30:00 PM","20.36"
"360","Bondi Platinum","4/09/2010 5:45:00 PM","20.22"
"361","Bondi Platinum","4/09/2010 6:00:00 PM","20.8"
"362","Bondi Platinum","4/09/2010 6:15:00 PM","21.85"
"363","Bondi Platinum","4/09/2010 6:30:00 PM","22.14"
"364","Bondi Platinum","4/09/2010 6:45:00 PM","20.98"
"365","Bondi Platinum","4/09/2010 7:00:00 PM","22.33"
"366","Bondi Platinum","4/09/2010 7:15:00 PM","18.61"
"367","Bondi Platinum","4/09/2010 7:30:00 PM","15.97"
"368","Bondi Platinum","4/09/2010 7:45:00 PM","15.01"
"369","Bondi Platinum","4/09/2010 8:00:00 PM","15.19"
"370","Bondi Platinum","4/09/2010 8:15:00 PM","15.13"
"371","Bondi Platinum","4/09/2010 8:30:00 PM","14.45"
"372","Bondi Platinum","4/09/2010 8:45:00 PM","14.16"
"373","Bondi Platinum","4/09/2010 9:00:00 PM","14"
"374","Bondi Platinum","4/09/2010 9:15:00 PM","14.56"
"375","Bondi Platinum","4/09/2010 9:30:00 PM","13.62"
"376","Bondi Platinum","4/09/2010 9:45:00 PM","13.97"
"377","Bondi Platinum","4/09/2010 10:00:00 PM","14.59"
"378","Bondi Platinum","4/09/2010 10:15:00 PM","14.65"
"379","Bondi Platinum","4/09/2010 10:30:00 PM","14.74"
"380","Bondi Platinum","4/09/2010 10:45:00 PM","14.17"
"381","Bondi Platinum","4/09/2010 11:00:00 PM","14.57"
"382","Bondi Platinum","4/09/2010 11:15:00 PM","14.85"
"383","Bondi Platinum","4/09/2010 11:30:00 PM","13.83"
"384","Bondi Platinum","4/09/2010 11:45:00 PM","13.93"
"385","Bondi Platinum","5/09/2010","13.54"
"386","Bondi Platinum","5/09/2010 12:15:00 AM","14.41"
"387","Bondi Platinum","5/09/2010 12:30:00 AM","13.64"
"388","Bondi Platinum","5/09/2010 12:45:00 AM","13.59"
"389","Bondi Platinum","5/09/2010 1:00:00 AM","13.71"
"390","Bondi Platinum","5/09/2010 1:15:00 AM","13.63"
"391","Bondi Platinum","5/09/2010 1:30:00 AM","13.65"
"392","Bondi Platinum","5/09/2010 1:45:00 AM","13.58"
"393","Bondi Platinum","5/09/2010 2:00:00 AM","13.47"
"394","Bondi Platinum","5/09/2010 2:15:00 AM","13.62"
"395","Bondi Platinum","5/09/2010 2:30:00 AM","13.79"
"396","Bondi Platinum","5/09/2010 2:45:00 AM","13.51"
"397","Bondi Platinum","5/09/2010 3:00:00 AM","13.7"
"398","Bondi Platinum","5/09/2010 3:15:00 AM","13.59"
"399","Bondi Platinum","5/09/2010 3:30:00 AM","13.53"
"400","Bondi Platinum","5/09/2010 3:45:00 AM","13.68"
"401","Bondi Platinum","5/09/2010 4:00:00 AM","13.64"
"402","Bondi Platinum","5/09/2010 4:15:00 AM","13.58"
"403","Bondi Platinum","5/09/2010 4:30:00 AM","13.67"
"404","Bondi Platinum","5/09/2010 4:45:00 AM","13.68"
"405","Bondi Platinum","5/09/2010 5:00:00 AM","13.49"
"406","Bondi Platinum","5/09/2010 5:15:00 AM","13.64"
"407","Bondi Platinum","5/09/2010 5:30:00 AM","13.59"
"408","Bondi Platinum","5/09/2010 5:45:00 AM","13.53"
"409","Bondi Platinum","5/09/2010 6:00:00 AM","13.89"
"410","Bondi Platinum","5/09/2010 6:15:00 AM","13.68"
"411","Bondi Platinum","5/09/2010 6:30:00 AM","14.52"
"412","Bondi Platinum","5/09/2010 6:45:00 AM","19.83"
"413","Bondi Platinum","5/09/2010 7:00:00 AM","22.05"
"414","Bondi Platinum","5/09/2010 7:15:00 AM","20.9"
"415","Bondi Platinum","5/09/2010 7:30:00 AM","21.13"
"416","Bondi Platinum","5/09/2010 7:45:00 AM","20.37"
"417","Bondi Platinum","5/09/2010 8:00:00 AM","20"
"418","Bondi Platinum","5/09/2010 8:15:00 AM","21.16"
"419","Bondi Platinum","5/09/2010 8:30:00 AM","21.98"
"420","Bondi Platinum","5/09/2010 8:45:00 AM","23.13"
"421","Bondi Platinum","5/09/2010 9:00:00 AM","24.41"
"422","Bondi Platinum","5/09/2010 9:15:00 AM","23.49"
"423","Bondi Platinum","5/09/2010 9:30:00 AM","22.95"
