gym,timestamp,attendeeCount,consumption
Melbourne Central,2010-09-28 22:00:00.0,0,46.52
Melbourne Central,2010-09-28 23:00:00.0,0,47.43
Melbourne Central,2010-10-05 00:00:00.0,0,8.41
Melbourne Central,2010-10-05 01:00:00.0,0,8.39
Melbourne Central,2010-10-05 02:00:00.0,0,8.44
Melbourne Central,2010-10-05 03:00:00.0,0,8.43
Melbourne Central,2010-10-05 04:00:00.0,0,9.64
Melbourne Central,2010-10-05 05:00:00.0,0,61.08
Melbourne Central,2010-10-05 06:00:00.0,102,73.84
Melbourne Central,2010-10-05 07:00:00.0,67,67.53
Melbourne Central,2010-10-05 08:00:00.0,26,62.75
Melbourne Central,2010-10-05 09:00:00.0,33,62.3
Melbourne Central,2010-10-05 10:00:00.0,27,65.29
Melbourne Central,2010-10-05 11:00:00.0,43,73.16
Melbourne Central,2010-10-05 12:00:00.0,109,71.79
Melbourne Central,2010-10-05 13:00:00.0,34,67.3
Melbourne Central,2010-10-05 14:00:00.0,49,65.76
Melbourne Central,2010-10-05 15:00:00.0,68,72.53
Melbourne Central,2010-10-05 16:00:00.0,110,74.88
Melbourne Central,2010-10-05 17:00:00.0,227,82.15
Melbourne Central,2010-10-05 18:00:00.0,190,84.41
Melbourne Central,2010-10-05 19:00:00.0,100,73.44
Melbourne Central,2010-10-05 20:00:00.0,20,49.64
Melbourne Central,2010-10-05 21:00:00.0,0,46.58
Melbourne Central,2010-10-05 22:00:00.0,0,48.94
Melbourne Central,2010-10-05 23:00:00.0,0,29.02
Melbourne Central,2010-10-12 00:00:00.0,0,8.35
Melbourne Central,2010-10-12 01:00:00.0,0,8.37
Melbourne Central,2010-10-12 02:00:00.0,0,8.46
Melbourne Central,2010-10-12 03:00:00.0,0,8.44
Melbourne Central,2010-10-12 04:00:00.0,0,10.12
Melbourne Central,2010-10-12 05:00:00.0,0,78.57
Melbourne Central,2010-10-12 06:00:00.0,108,79.03
Melbourne Central,2010-10-12 07:00:00.0,68,72.73
Melbourne Central,2010-10-12 08:00:00.0,27,68.54
Melbourne Central,2010-10-12 09:00:00.0,24,67.64
Melbourne Central,2010-10-12 10:00:00.0,31,66.63
Melbourne Central,2010-10-12 11:00:00.0,33,72.2
Melbourne Central,2010-10-12 12:00:00.0,132,74.73
Melbourne Central,2010-10-12 13:00:00.0,57,72.64
Melbourne Central,2010-10-12 14:00:00.0,28,68.2
Melbourne Central,2010-10-12 15:00:00.0,55,71.03
Melbourne Central,2010-10-12 16:00:00.0,107,79.12
Melbourne Central,2010-10-12 17:00:00.0,211,82.81
Melbourne Central,2010-10-12 18:00:00.0,188,82.66
Melbourne Central,2010-10-12 19:00:00.0,59,72.96
Melbourne Central,2010-10-12 20:00:00.0,23,49.31
Melbourne Central,2010-10-12 21:00:00.0,0,47.21
Melbourne Central,2010-10-12 22:00:00.0,0,50.54
Melbourne Central,2010-10-12 23:00:00.0,0,32.67
