gym,timestamp,attendeeCount,consumption
Hornsby,2010-09-21 10:00:00.000000,142,196.3
Hornsby,2010-09-21 15:00:00.000000,360,225.74
Hornsby,2010-09-21 20:00:00.000000,14,107.92
Hornsby,2010-09-22 01:00:00.000000,22,40.75
Hornsby,2010-09-22 06:00:00.000000,239,218.72
Hornsby,2010-09-22 11:00:00.000000,111,198.26
Hornsby,2010-09-22 16:00:00.000000,282,218.27
Hornsby,2010-09-22 21:00:00.000000,0,91.44
Hornsby,2010-09-23 02:00:00.000000,54,53.08
Hornsby,2010-09-23 07:00:00.000000,180,206.06
Hornsby,2010-09-23 12:00:00.000000,138,207.38
Hornsby,2010-09-23 17:00:00.000000,209,189.17
Hornsby,2010-09-23 22:00:00.000000,0,65.12
Hornsby,2010-09-24 03:00:00.000000,68,115.92
Hornsby,2010-09-24 08:00:00.000000,172,198.87
Hornsby,2010-09-24 13:00:00.000000,154,195.49
Hornsby,2010-09-24 18:00:00.000000,38,141.46
Hornsby,2010-09-24 23:00:00.000000,0,35.71
Hornsby,2010-09-25 04:00:00.000000,153,107.63
Hornsby,2010-09-25 09:00:00.000000,221,213.3
Hornsby,2010-09-25 14:00:00.000000,111,178.22
Hornsby,2010-09-25 19:00:00.000000,0,54.36
Hornsby,2010-09-26 00:00:00.000000,0,36.34
Hornsby,2010-09-26 05:00:00.000000,100,84.57
Hornsby,2010-09-26 10:00:00.000000,123,201.37
Hornsby,2010-09-26 15:00:00.000000,82,186.65
Hornsby,2010-09-26 20:00:00.000000,0,105.15
Hornsby,2010-09-27 01:00:00.000000,27,62.79
Hornsby,2010-09-27 06:00:00.000000,198,218.08
Hornsby,2010-09-27 11:00:00.000000,121,199.18
Hornsby,2010-09-27 16:00:00.000000,368,218.21
Hornsby,2010-09-27 21:00:00.000000,0,154.0
Hornsby,2010-09-28 02:00:00.000000,69,101.05
Hornsby,2010-09-28 07:00:00.000000,183,204.36
Hornsby,2010-09-28 12:00:00.000000,132,189.78
Hornsby,2010-09-28 17:00:00.000000,266,207.17
Hornsby,2010-09-28 22:00:00.000000,0,82.86
Hornsby,2010-09-29 03:00:00.000000,99,119.53
Hornsby,2010-09-29 08:00:00.000000,226,208.73
Hornsby,2010-09-29 13:00:00.000000,215,207.69
Hornsby,2010-09-29 18:00:00.000000,139,203.04
Hornsby,2010-09-29 23:00:00.000000,0,75.09
Hornsby,2010-09-30 04:00:00.000000,133,157.64
Hornsby,2010-09-30 09:00:00.000000,129,208.47
Hornsby,2010-09-30 14:00:00.000000,254,216.09
Hornsby,2010-09-30 19:00:00.000000,33,156.43
Hornsby,2010-10-01 00:00:00.000000,0,34.98
Hornsby,2010-10-01 05:00:00.000000,141,193.55
Hornsby,2010-10-01 10:00:00.000000,110,197.87
Hornsby,2010-10-01 15:00:00.000000,144,197.12
Hornsby,2010-10-01 20:00:00.000000,0,74.57
Hornsby,2010-10-02 01:00:00.000000,0,31.67
Hornsby,2010-10-02 06:00:00.000000,262,193.48
Hornsby,2010-10-02 11:00:00.000000,143,205.6
Hornsby,2010-10-02 16:00:00.000000,52,131.28
Hornsby,2010-10-02 21:00:00.000000,0,33.47
Hornsby,2010-10-03 02:00:00.000000,0,31.68
Hornsby,2010-10-03 07:00:00.000000,164,176.01
Hornsby,2010-10-03 12:00:00.000000,151,197.75
Hornsby,2010-10-03 17:00:00.000000,11,148.49
Hornsby,2010-10-03 22:00:00.000000,0,41.56
Hornsby,2010-10-04 03:00:00.000000,0,67.39
Hornsby,2010-10-04 08:00:00.000000,280,213.67
Hornsby,2010-10-04 13:00:00.000000,181,193.75
Hornsby,2010-10-04 18:00:00.000000,0,115.42
Hornsby,2010-10-04 23:00:00.000000,0,67.48
Hornsby,2010-10-05 04:00:00.000000,73,191.82
Hornsby,2010-10-05 09:00:00.000000,139,207.76
Hornsby,2010-10-05 14:00:00.000000,285,219.02
Hornsby,2010-10-05 19:00:00.000000,98,143.26
Hornsby,2010-10-06 00:00:00.000000,0,57.71
Hornsby,2010-10-06 05:00:00.000000,190,217.72
Hornsby,2010-10-06 10:00:00.000000,115,196.17
Hornsby,2010-10-06 15:00:00.000000,309,216.28
Hornsby,2010-10-06 20:00:00.000000,20,105.26
Hornsby,2010-10-07 01:00:00.000000,18,97.24
Hornsby,2010-10-07 06:00:00.000000,147,204.13
Hornsby,2010-10-07 11:00:00.000000,123,206.52
Hornsby,2010-10-07 16:00:00.000000,269,201.6
Hornsby,2010-10-07 21:00:00.000000,0,84.64
Hornsby,2010-10-08 02:00:00.000000,46,139.68
Hornsby,2010-10-08 07:00:00.000000,133,209.42
Hornsby,2010-10-08 12:00:00.000000,147,199.61
Hornsby,2010-10-08 17:00:00.000000,101,142.67
Hornsby,2010-10-08 22:00:00.000000,0,31.98
Hornsby,2010-10-09 03:00:00.000000,51,112.3
Hornsby,2010-10-09 08:00:00.000000,264,212.13
Hornsby,2010-10-09 13:00:00.000000,165,174.83
Hornsby,2010-10-09 18:00:00.000000,0,54.51
Hornsby,2010-10-09 23:00:00.000000,0,32.36
Hornsby,2010-10-10 04:00:00.000000,13,74.95
Hornsby,2010-10-10 09:00:00.000000,227,216.23
Hornsby,2010-10-10 14:00:00.000000,113,188.12
Hornsby,2010-10-10 19:00:00.000000,0,103.29
Hornsby,2010-10-11 00:00:00.000000,0,70.93
Hornsby,2010-10-11 05:00:00.000000,161,222.38
Hornsby,2010-10-11 10:00:00.000000,118,200.03
Hornsby,2010-10-11 15:00:00.000000,395,227.5
Hornsby,2010-10-11 20:00:00.000000,32,158.14
Hornsby,2010-10-12 01:00:00.000000,40,127.9
Hornsby,2010-10-12 06:00:00.000000,163,211.09
Hornsby,2010-10-12 11:00:00.000000,121,193.22
Hornsby,2010-10-12 16:00:00.000000,318,218.13
Hornsby,2010-10-12 21:00:00.000000,0,115.78
Hornsby,2010-10-13 02:00:00.000000,57,129.83
Hornsby,2010-10-13 07:00:00.000000,194,204.84
Hornsby,2010-10-13 12:00:00.000000,147,196.3
Hornsby,2010-10-13 17:00:00.000000,231,183.78
Hornsby,2010-10-13 22:00:00.000000,0,76.19
Hornsby,2010-10-14 03:00:00.000000,75,162.67
Hornsby,2010-10-14 08:00:00.000000,141,205.02
Hornsby,2010-10-14 13:00:00.000000,229,209.74
Hornsby,2010-10-14 18:00:00.000000,111,177.23
Hornsby,2010-10-14 23:00:00.000000,0,40.0
Hornsby,2010-10-15 04:00:00.000000,107,193.62
Hornsby,2010-10-15 09:00:00.000000,169,195.84
Hornsby,2010-10-15 14:00:00.000000,203,199.8
Hornsby,2010-10-15 19:00:00.000000,12,70.25
Hornsby,2010-10-16 00:00:00.000000,0,32.42
Hornsby,2010-10-16 05:00:00.000000,201,194.98
Hornsby,2010-10-16 10:00:00.000000,184,199.74
Hornsby,2010-10-16 15:00:00.000000,94,179.13
Hornsby,2010-10-16 20:00:00.000000,0,59.52
Hornsby,2010-10-17 01:00:00.000000,0,41.93
Hornsby,2010-10-17 06:00:00.000000,144,158.44
Hornsby,2010-10-17 11:00:00.000000,129,192.67
Hornsby,2010-10-17 16:00:00.000000,59,169.72
Hornsby,2010-10-17 21:00:00.000000,0,50.78
Hornsby,2010-10-18 02:00:00.000000,45,136.0
Hornsby,2010-10-18 07:00:00.000000,177,201.99
Hornsby,2010-10-18 12:00:00.000000,177,205.27
Hornsby,2010-10-18 17:00:00.000000,287,202.34
Hornsby,2010-10-18 22:00:00.000000,0,154.92
Hornsby,2010-10-19 03:00:00.000000,84,177.92
Hornsby,2010-10-19 08:00:00.000000,157,207.74
Hornsby,2010-10-19 13:00:00.000000,221,208.3
Hornsby,2010-10-19 18:00:00.000000,181,180.9
Hornsby,2010-10-19 23:00:00.000000,0,49.16
Hornsby,2010-10-20 04:00:00.000000,116,201.1
Hornsby,2010-10-20 09:00:00.000000,206,199.49
Hornsby,2010-10-20 14:00:00.000000,258,211.11
Hornsby,2010-10-20 19:00:00.000000,68,136.24
Hornsby,2010-10-21 00:00:00.000000,0,59.92
Hornsby,2010-10-21 05:00:00.000000,150,209.11
Hornsby,2010-10-21 10:00:00.000000,112,202.06
Hornsby,2010-10-21 15:00:00.000000,293,209.97
Hornsby,2010-10-21 20:00:00.000000,1,105.66
Hornsby,2010-10-22 01:00:00.000000,18,95.26
Hornsby,2010-10-22 06:00:00.000000,183,204.17
Hornsby,2010-10-22 11:00:00.000000,109,189.09
Hornsby,2010-10-22 16:00:00.000000,123,174.93
Hornsby,2010-10-22 21:00:00.000000,0,31.37
Hornsby,2010-10-23 02:00:00.000000,5,72.89
Hornsby,2010-10-23 07:00:00.000000,279,214.76
Hornsby,2010-10-23 12:00:00.000000,149,186.89
Hornsby,2010-10-23 17:00:00.000000,17,61.72
Hornsby,2010-10-23 22:00:00.000000,0,32.56
Hornsby,2010-10-24 03:00:00.000000,0,33.47
Hornsby,2010-10-24 08:00:00.000000,214,221.83
Hornsby,2010-10-24 13:00:00.000000,165,194.05
Hornsby,2010-10-24 18:00:00.000000,0,120.6
Hornsby,2010-10-24 23:00:00.000000,0,48.15
Hornsby,2010-10-25 04:00:00.000000,113,205.67
Hornsby,2010-10-25 09:00:00.000000,174,200.33
Hornsby,2010-10-25 14:00:00.000000,343,216.41
Hornsby,2010-10-25 19:00:00.000000,88,172.17
Hornsby,2010-10-26 00:00:00.000000,0,139.92
Hornsby,2010-10-26 05:00:00.000000,188,222.56
Hornsby,2010-10-26 10:00:00.000000,141,202.16
Hornsby,2010-10-26 15:00:00.000000,360,226.17
Hornsby,2010-10-26 20:00:00.000000,27,97.36
Hornsby,2010-10-27 01:00:00.000000,33,96.15
Hornsby,2010-10-27 06:00:00.000000,244,209.01
Hornsby,2010-10-27 11:00:00.000000,112,198.29
Hornsby,2010-10-27 16:00:00.000000,286,208.14
Hornsby,2010-10-27 21:00:00.000000,0,83.13
Hornsby,2010-10-28 02:00:00.000000,52,129.05
Hornsby,2010-10-28 07:00:00.000000,176,210.7
Hornsby,2010-10-28 12:00:00.000000,147,203.57
Hornsby,2010-10-28 17:00:00.000000,221,184.9
Hornsby,2010-10-28 22:00:00.000000,0,43.78
Hornsby,2010-10-29 03:00:00.000000,72,151.63
Hornsby,2010-10-29 08:00:00.000000,167,194.91
Hornsby,2010-10-29 13:00:00.000000,158,200.16
Hornsby,2010-10-29 18:00:00.000000,57,165.91
Hornsby,2010-10-29 23:00:00.000000,0,155.5
Hornsby,2010-10-30 04:00:00.000000,152,202.27
Hornsby,2010-10-30 09:00:00.000000,187,197.84
Hornsby,2010-10-30 14:00:00.000000,117,171.9
Hornsby,2010-10-30 19:00:00.000000,0,146.4
Hornsby,2010-10-31 00:00:00.000000,0,149.58
Hornsby,2010-10-31 05:00:00.000000,95,187.57
Hornsby,2010-10-31 10:00:00.000000,173,200.96
Hornsby,2010-10-31 15:00:00.000000,85,170.12
Hornsby,2010-10-31 20:00:00.000000,0,125.37
Melbourne Central,2010-09-01 00:00:00.000000,0,78.51
Melbourne Central,2010-09-01 05:00:00.000000,215,291.1
Melbourne Central,2010-09-01 10:00:00.000000,256,348.62
Melbourne Central,2010-09-01 15:00:00.000000,640,375.35
Melbourne Central,2010-09-01 20:00:00.000000,8,257.83
Melbourne Central,2010-09-02 01:00:00.000000,0,198.59
Melbourne Central,2010-09-02 06:00:00.000000,248,333.04
Melbourne Central,2010-09-02 11:00:00.000000,269,335.3
Melbourne Central,2010-09-02 16:00:00.000000,638,396.67
Melbourne Central,2010-09-02 21:00:00.000000,0,199.67
Melbourne Central,2010-09-03 02:00:00.000000,63,108.42
Melbourne Central,2010-09-03 07:00:00.000000,168,337.67
Melbourne Central,2010-09-03 12:00:00.000000,310,335.37
Melbourne Central,2010-09-03 17:00:00.000000,275,336.62
Melbourne Central,2010-09-03 22:00:00.000000,0,166.32
Melbourne Central,2010-09-04 03:00:00.000000,0,39.77
Melbourne Central,2010-09-04 08:00:00.000000,308,295.99
Melbourne Central,2010-09-04 13:00:00.000000,284,358.05
Melbourne Central,2010-09-04 18:00:00.000000,0,166.35
Melbourne Central,2010-09-04 23:00:00.000000,0,149.81
Melbourne Central,2010-09-05 04:00:00.000000,0,39.37
Melbourne Central,2010-09-05 09:00:00.000000,224,235.78
Melbourne Central,2010-09-05 14:00:00.000000,186,318.08
Melbourne Central,2010-09-05 19:00:00.000000,0,220.96
Melbourne Central,2010-09-06 00:00:00.000000,0,60.33
Melbourne Central,2010-09-06 05:00:00.000000,193,288.65
Melbourne Central,2010-09-06 10:00:00.000000,289,342.37
Melbourne Central,2010-09-06 15:00:00.000000,763,380.91
Melbourne Central,2010-09-06 20:00:00.000000,10,256.44
Melbourne Central,2010-09-07 01:00:00.000000,0,34.97
Melbourne Central,2010-09-07 06:00:00.000000,258,343.71
Melbourne Central,2010-09-07 11:00:00.000000,309,341.57
Melbourne Central,2010-09-07 16:00:00.000000,667,385.81
Melbourne Central,2010-09-07 21:00:00.000000,0,202.35
Melbourne Central,2010-09-08 02:00:00.000000,81,93.34
Melbourne Central,2010-09-08 07:00:00.000000,182,327.22
Melbourne Central,2010-09-08 12:00:00.000000,384,338.23
Melbourne Central,2010-09-08 17:00:00.000000,527,366.03
Melbourne Central,2010-09-08 22:00:00.000000,0,155.03
Melbourne Central,2010-09-09 03:00:00.000000,151,162.98
Melbourne Central,2010-09-09 08:00:00.000000,238,328.38
Melbourne Central,2010-09-09 13:00:00.000000,491,339.14
Melbourne Central,2010-09-09 18:00:00.000000,271,335.55
Melbourne Central,2010-09-09 23:00:00.000000,0,111.04
Melbourne Central,2010-09-10 04:00:00.000000,149,234.28
Melbourne Central,2010-09-10 09:00:00.000000,215,344.57
Melbourne Central,2010-09-10 14:00:00.000000,434,347.64
Melbourne Central,2010-09-10 19:00:00.000000,44,258.87
Melbourne Central,2010-09-11 00:00:00.000000,0,105.68
Melbourne Central,2010-09-11 05:00:00.000000,93,98.49
Melbourne Central,2010-09-11 10:00:00.000000,382,374.14
Melbourne Central,2010-09-11 15:00:00.000000,175,282.13
Melbourne Central,2010-09-11 20:00:00.000000,0,191.0
Melbourne Central,2010-09-12 01:00:00.000000,0,69.47
Melbourne Central,2010-09-12 06:00:00.000000,0,34.47
Melbourne Central,2010-09-12 11:00:00.000000,311,364.3
Melbourne Central,2010-09-12 16:00:00.000000,100,283.89
Melbourne Central,2010-09-12 21:00:00.000000,0,185.14
Melbourne Central,2010-09-13 02:00:00.000000,79,109.41
Melbourne Central,2010-09-13 07:00:00.000000,179,335.06
Melbourne Central,2010-09-13 12:00:00.000000,415,342.37
Melbourne Central,2010-09-13 17:00:00.000000,578,378.83
Melbourne Central,2010-09-13 22:00:00.000000,0,157.75
Melbourne Central,2010-09-14 03:00:00.000000,164,173.77
Melbourne Central,2010-09-14 08:00:00.000000,269,337.59
Melbourne Central,2010-09-14 13:00:00.000000,471,360.78
Melbourne Central,2010-09-14 18:00:00.000000,316,346.7
Melbourne Central,2010-09-14 23:00:00.000000,0,110.6
Melbourne Central,2010-09-15 04:00:00.000000,179,216.37
Melbourne Central,2010-09-15 09:00:00.000000,285,338.16
Melbourne Central,2010-09-15 14:00:00.000000,602,368.02
Melbourne Central,2010-09-15 19:00:00.000000,91,309.04
Melbourne Central,2010-09-16 00:00:00.000000,0,75.31
Melbourne Central,2010-09-16 05:00:00.000000,207,284.33
Melbourne Central,2010-09-16 10:00:00.000000,265,336.63
Melbourne Central,2010-09-16 15:00:00.000000,647,371.42
Melbourne Central,2010-09-16 20:00:00.000000,18,258.01
Melbourne Central,2010-09-17 01:00:00.000000,0,42.84
Melbourne Central,2010-09-17 06:00:00.000000,210,318.22
Melbourne Central,2010-09-17 11:00:00.000000,315,346.15
Melbourne Central,2010-09-17 16:00:00.000000,331,348.44
Melbourne Central,2010-09-17 21:00:00.000000,0,216.81
Melbourne Central,2010-09-18 02:00:00.000000,0,46.82
Melbourne Central,2010-09-18 07:00:00.000000,278,234.98
Melbourne Central,2010-09-18 12:00:00.000000,351,374.4
Melbourne Central,2010-09-18 17:00:00.000000,32,214.43
Melbourne Central,2010-09-18 22:00:00.000000,0,155.18
Melbourne Central,2010-09-19 03:00:00.000000,0,35.82
Melbourne Central,2010-09-19 08:00:00.000000,177,168.62
Melbourne Central,2010-09-19 13:00:00.000000,228,338.11
Melbourne Central,2010-09-19 18:00:00.000000,0,242.52
Melbourne Central,2010-09-19 23:00:00.000000,0,91.34
Melbourne Central,2010-09-20 04:00:00.000000,127,213.26
Melbourne Central,2010-09-20 09:00:00.000000,277,323.7
Melbourne Central,2010-09-20 14:00:00.000000,680,364.81
Melbourne Central,2010-09-20 19:00:00.000000,81,302.86
Melbourne Central,2010-09-21 00:00:00.000000,0,71.75
Melbourne Central,2010-09-21 05:00:00.000000,201,268.53
Melbourne Central,2010-09-21 10:00:00.000000,274,337.86
Melbourne Central,2010-09-21 15:00:00.000000,705,373.12
Melbourne Central,2010-09-21 20:00:00.000000,14,255.72
Melbourne Central,2010-09-22 01:00:00.000000,0,43.19
Melbourne Central,2010-09-22 06:00:00.000000,222,342.8
Melbourne Central,2010-09-22 11:00:00.000000,299,341.58
Melbourne Central,2010-09-22 16:00:00.000000,613,386.76
Melbourne Central,2010-09-22 21:00:00.000000,0,223.57
Melbourne Central,2010-09-23 02:00:00.000000,91,126.87
Melbourne Central,2010-09-23 07:00:00.000000,193,347.25
Melbourne Central,2010-09-23 12:00:00.000000,331,340.47
Melbourne Central,2010-09-23 17:00:00.000000,476,358.59
Melbourne Central,2010-09-23 22:00:00.000000,0,159.72
Melbourne Central,2010-09-24 03:00:00.000000,125,175.25
Melbourne Central,2010-09-24 08:00:00.000000,241,342.19
Melbourne Central,2010-09-24 13:00:00.000000,341,348.46
Melbourne Central,2010-09-24 18:00:00.000000,161,306.36
Melbourne Central,2010-09-24 23:00:00.000000,0,156.03
Melbourne Central,2010-09-25 04:00:00.000000,0,42.38
Melbourne Central,2010-09-25 09:00:00.000000,373,364.82
Melbourne Central,2010-09-25 14:00:00.000000,147,327.3
Melbourne Central,2010-09-25 19:00:00.000000,0,208.56
Melbourne Central,2010-09-26 00:00:00.000000,0,110.42
Melbourne Central,2010-09-26 05:00:00.000000,0,41.57
Melbourne Central,2010-09-26 10:00:00.000000,275,302.95
Melbourne Central,2010-09-26 15:00:00.000000,124,260.7
Melbourne Central,2010-09-26 20:00:00.000000,0,197.09
Melbourne Central,2010-09-27 01:00:00.000000,0,43.14
Melbourne Central,2010-09-27 06:00:00.000000,219,344.03
Melbourne Central,2010-09-27 11:00:00.000000,311,347.36
Melbourne Central,2010-09-27 16:00:00.000000,724,393.43
Melbourne Central,2010-09-27 21:00:00.000000,1,187.02
Melbourne Central,2010-09-28 02:00:00.000000,99,89.55
Melbourne Central,2010-09-28 07:00:00.000000,207,308.93
Melbourne Central,2010-09-28 12:00:00.000000,347,352.16
Melbourne Central,2010-09-28 17:00:00.000000,542,365.93
Melbourne Central,2010-09-28 22:00:00.000000,0,144.71
Melbourne Central,2010-09-29 03:00:00.000000,139,158.76
Melbourne Central,2010-09-29 08:00:00.000000,254,350.26
Melbourne Central,2010-09-29 13:00:00.000000,485,351.53
Melbourne Central,2010-09-29 18:00:00.000000,280,333.3
Melbourne Central,2010-09-29 23:00:00.000000,0,93.9
Melbourne Central,2010-09-30 04:00:00.000000,171,226.04
Melbourne Central,2010-09-30 09:00:00.000000,230,323.95
Melbourne Central,2010-09-30 14:00:00.000000,572,360.82
Melbourne Central,2010-09-30 19:00:00.000000,110,300.31
Melbourne Central,2010-10-01 00:00:00.000000,0,57.08
Melbourne Central,2010-10-01 05:00:00.000000,193,295.97
Melbourne Central,2010-10-01 10:00:00.000000,254,361.63
Melbourne Central,2010-10-01 15:00:00.000000,447,358.21
Melbourne Central,2010-10-01 20:00:00.000000,13,231.24
Melbourne Central,2010-10-02 01:00:00.000000,0,48.94
Melbourne Central,2010-10-02 06:00:00.000000,185,177.26
Melbourne Central,2010-10-02 11:00:00.000000,280,355.83
Melbourne Central,2010-10-02 16:00:00.000000,65,201.8
Melbourne Central,2010-10-02 21:00:00.000000,0,223.64
Melbourne Central,2010-10-03 02:00:00.000000,0,41.9
Melbourne Central,2010-10-03 07:00:00.000000,73,167.88
Melbourne Central,2010-10-03 12:00:00.000000,266,349.42
Melbourne Central,2010-10-03 17:00:00.000000,23,217.7
Melbourne Central,2010-10-03 22:00:00.000000,0,61.8
Melbourne Central,2010-10-04 03:00:00.000000,111,221.86
Melbourne Central,2010-10-04 08:00:00.000000,242,340.13
Melbourne Central,2010-10-04 13:00:00.000000,485,375.15
Melbourne Central,2010-10-04 18:00:00.000000,330,310.77
Melbourne Central,2010-10-04 23:00:00.000000,0,62.3
Melbourne Central,2010-10-05 04:00:00.000000,195,274.84
Melbourne Central,2010-10-05 09:00:00.000000,246,339.84
Melbourne Central,2010-10-05 14:00:00.000000,644,379.73
Melbourne Central,2010-10-05 19:00:00.000000,120,247.62
Melbourne Central,2010-10-06 00:00:00.000000,0,44.02
Melbourne Central,2010-10-06 05:00:00.000000,210,352.41
Melbourne Central,2010-10-06 10:00:00.000000,268,358.48
Melbourne Central,2010-10-06 15:00:00.000000,657,391.1
Melbourne Central,2010-10-06 20:00:00.000000,18,183.85
Melbourne Central,2010-10-07 01:00:00.000000,0,93.95
Melbourne Central,2010-10-07 06:00:00.000000,260,329.73
Melbourne Central,2010-10-07 11:00:00.000000,286,345.06
Melbourne Central,2010-10-07 16:00:00.000000,642,360.21
Melbourne Central,2010-10-07 21:00:00.000000,0,165.14
Melbourne Central,2010-10-08 02:00:00.000000,68,174.44
Melbourne Central,2010-10-08 07:00:00.000000,200,351.82
Melbourne Central,2010-10-08 12:00:00.000000,316,359.59
Melbourne Central,2010-10-08 17:00:00.000000,331,319.54
Melbourne Central,2010-10-08 22:00:00.000000,0,151.32
Melbourne Central,2010-10-09 03:00:00.000000,0,42.49
Melbourne Central,2010-10-09 08:00:00.000000,349,366.55
Melbourne Central,2010-10-09 13:00:00.000000,281,332.31
Melbourne Central,2010-10-09 18:00:00.000000,0,178.74
Melbourne Central,2010-10-09 23:00:00.000000,0,138.74
Melbourne Central,2010-10-10 04:00:00.000000,0,41.42
Melbourne Central,2010-10-10 09:00:00.000000,237,288.85
Melbourne Central,2010-10-10 14:00:00.000000,142,258.32
