gym,timestamp,attendeeCount,consumption
Melbourne Central,2010-09-25 22:00:00.0,0,46.47
Melbourne Central,2010-09-25 23:00:00.0,0,46.95
Melbourne Central,2010-10-02 00:00:00.0,0,46.82
Melbourne Central,2010-10-02 01:00:00.0,0,15.72
Melbourne Central,2010-10-02 02:00:00.0,0,8.03
Melbourne Central,2010-10-02 03:00:00.0,0,8.25
Melbourne Central,2010-10-02 04:00:00.0,0,8.38
Melbourne Central,2010-10-02 05:00:00.0,0,8.56
Melbourne Central,2010-10-02 06:00:00.0,0,8.02
Melbourne Central,2010-10-02 07:00:00.0,0,8.45
Melbourne Central,2010-10-02 08:00:00.0,0,26.64
Melbourne Central,2010-10-02 09:00:00.0,115,57.77
Melbourne Central,2010-10-02 10:00:00.0,70,76.38
Melbourne Central,2010-10-02 11:00:00.0,63,74.92
Melbourne Central,2010-10-02 12:00:00.0,79,73.53
Melbourne Central,2010-10-02 13:00:00.0,36,70.92
Melbourne Central,2010-10-02 14:00:00.0,43,66.2
Melbourne Central,2010-10-02 15:00:00.0,59,70.26
Melbourne Central,2010-10-02 16:00:00.0,50,70.69
Melbourne Central,2010-10-02 17:00:00.0,15,51.06
Melbourne Central,2010-10-02 18:00:00.0,0,44.44
Melbourne Central,2010-10-02 19:00:00.0,0,10.76
Melbourne Central,2010-10-02 20:00:00.0,0,24.85
Melbourne Central,2010-10-02 21:00:00.0,0,46.67
Melbourne Central,2010-10-02 22:00:00.0,0,45.26
Melbourne Central,2010-10-02 23:00:00.0,0,46.97
Melbourne Central,2010-10-09 00:00:00.0,0,39.48
Melbourne Central,2010-10-09 01:00:00.0,0,8.2
Melbourne Central,2010-10-09 02:00:00.0,0,8.22
Melbourne Central,2010-10-09 03:00:00.0,0,8.51
Melbourne Central,2010-10-09 04:00:00.0,0,8.31
Melbourne Central,2010-10-09 05:00:00.0,0,8.29
Melbourne Central,2010-10-09 06:00:00.0,0,8.29
Melbourne Central,2010-10-09 07:00:00.0,0,9.09
Melbourne Central,2010-10-09 08:00:00.0,0,69.82
Melbourne Central,2010-10-09 09:00:00.0,115,79.55
Melbourne Central,2010-10-09 10:00:00.0,72,72.91
Melbourne Central,2010-10-09 11:00:00.0,79,72.48
Melbourne Central,2010-10-09 12:00:00.0,83,71.79
Melbourne Central,2010-10-09 13:00:00.0,42,67.92
Melbourne Central,2010-10-09 14:00:00.0,60,73.76
Melbourne Central,2010-10-09 15:00:00.0,74,71.28
Melbourne Central,2010-10-09 16:00:00.0,74,67.63
Melbourne Central,2010-10-09 17:00:00.0,31,51.72
Melbourne Central,2010-10-09 18:00:00.0,0,15.67
Melbourne Central,2010-10-09 19:00:00.0,0,26.22
Melbourne Central,2010-10-09 20:00:00.0,0,46.47
Melbourne Central,2010-10-09 21:00:00.0,0,43.84
Melbourne Central,2010-10-09 22:00:00.0,0,46.54
Melbourne Central,2010-10-09 23:00:00.0,0,45.06
Melbourne Central,2010-10-16 00:00:00.0,0,14.4
Melbourne Central,2010-10-16 01:00:00.0,0,7.15
Melbourne Central,2010-10-16 02:00:00.0,0,7.22
Melbourne Central,2010-10-16 03:00:00.0,0,7.22
Melbourne Central,2010-10-16 04:00:00.0,0,7.04
Melbourne Central,2010-10-16 05:00:00.0,0,7.36
Melbourne Central,2010-10-16 06:00:00.0,0,6.97
Melbourne Central,2010-10-16 07:00:00.0,0,31.18
Melbourne Central,2010-10-16 08:00:00.0,0,70.98
Melbourne Central,2010-10-16 09:00:00.0,108,77.99
Melbourne Central,2010-10-16 10:00:00.0,70,75.91
Melbourne Central,2010-10-16 11:00:00.0,85,78.41
Melbourne Central,2010-10-16 12:00:00.0,95,74.98
Melbourne Central,2010-10-16 13:00:00.0,67,69.26
Melbourne Central,2010-10-16 14:00:00.0,68,72.05
Melbourne Central,2010-10-16 15:00:00.0,81,73.91
Melbourne Central,2010-10-16 16:00:00.0,72,66.38
Melbourne Central,2010-10-16 17:00:00.0,31,47.34
Melbourne Central,2010-10-16 18:00:00.0,0,50.98
Melbourne Central,2010-10-16 19:00:00.0,0,46.47
Melbourne Central,2010-10-16 20:00:00.0,0,46.41
Melbourne Central,2010-10-16 21:00:00.0,0,46.58
Melbourne Central,2010-10-16 22:00:00.0,0,47.09
Melbourne Central,2010-10-16 23:00:00.0,0,45.86
