gym,timestamp,attendeeCount,consumption
Melbourne Central,2010-09-24 22:00:00.0,0,45.7
Melbourne Central,2010-09-24 23:00:00.0,0,46.33
Melbourne Central,2010-10-01 00:00:00.0,0,23.15
Melbourne Central,2010-10-01 01:00:00.0,0,8.47
Melbourne Central,2010-10-01 02:00:00.0,0,8.38
Melbourne Central,2010-10-01 03:00:00.0,0,8.28
Melbourne Central,2010-10-01 04:00:00.0,0,8.8
Melbourne Central,2010-10-01 05:00:00.0,0,9.32
Melbourne Central,2010-10-01 06:00:00.0,75,73.03
Melbourne Central,2010-10-01 07:00:00.0,54,72.64
Melbourne Central,2010-10-01 08:00:00.0,32,71.38
Melbourne Central,2010-10-01 09:00:00.0,32,69.6
Melbourne Central,2010-10-01 10:00:00.0,27,72.08
Melbourne Central,2010-10-01 11:00:00.0,47,70.99
Melbourne Central,2010-10-01 12:00:00.0,95,70.92
Melbourne Central,2010-10-01 13:00:00.0,52,78.42
Melbourne Central,2010-10-01 14:00:00.0,33,69.22
Melbourne Central,2010-10-01 15:00:00.0,48,65.83
Melbourne Central,2010-10-01 16:00:00.0,86,65.26
Melbourne Central,2010-10-01 17:00:00.0,157,75.0
Melbourne Central,2010-10-01 18:00:00.0,100,81.37
Melbourne Central,2010-10-01 19:00:00.0,56,70.75
Melbourne Central,2010-10-01 20:00:00.0,13,53.04
Melbourne Central,2010-10-01 21:00:00.0,0,47.29
Melbourne Central,2010-10-01 22:00:00.0,0,38.1
Melbourne Central,2010-10-01 23:00:00.0,0,45.99
Melbourne Central,2010-10-08 00:00:00.0,0,18.19
Melbourne Central,2010-10-08 01:00:00.0,0,8.47
Melbourne Central,2010-10-08 02:00:00.0,0,8.43
Melbourne Central,2010-10-08 03:00:00.0,0,8.3
Melbourne Central,2010-10-08 04:00:00.0,0,12.0
Melbourne Central,2010-10-08 05:00:00.0,0,72.22
Melbourne Central,2010-10-08 06:00:00.0,68,73.49
Melbourne Central,2010-10-08 07:00:00.0,63,71.51
Melbourne Central,2010-10-08 08:00:00.0,42,70.35
Melbourne Central,2010-10-08 09:00:00.0,25,69.54
Melbourne Central,2010-10-08 10:00:00.0,34,68.4
Melbourne Central,2010-10-08 11:00:00.0,36,72.02
Melbourne Central,2010-10-08 12:00:00.0,112,82.41
Melbourne Central,2010-10-08 13:00:00.0,44,66.85
Melbourne Central,2010-10-08 14:00:00.0,33,66.05
Melbourne Central,2010-10-08 15:00:00.0,52,68.84
Melbourne Central,2010-10-08 16:00:00.0,75,75.44
Melbourne Central,2010-10-08 17:00:00.0,156,84.38
Melbourne Central,2010-10-08 18:00:00.0,102,72.77
Melbourne Central,2010-10-08 19:00:00.0,53,65.58
Melbourne Central,2010-10-08 20:00:00.0,20,52.47
Melbourne Central,2010-10-08 21:00:00.0,0,44.34
Melbourne Central,2010-10-08 22:00:00.0,0,47.31
Melbourne Central,2010-10-08 23:00:00.0,0,48.11
