reset,category,field1
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,9,4.5
0,9,4.6
0,9,4.7
0,9,4.8
0,9,4.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,2,1.0
0,2,1.1
0,2,1.2
0,2,1.3
0,2,1.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,1,0.5
0,1,0.6
0,1,0.7
0,1,0.8
0,1,0.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,0,0.0
0,0,0.1
0,0,0.2
0,0,0.3
0,0,0.4
0,4,2.0
0,4,2.1
0,4,2.2
0,4,2.3
0,4,2.4
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,7,3.5
0,7,3.6
0,7,3.7
0,7,3.8
0,7,3.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,5,2.5
0,5,2.6
0,5,2.7
0,5,2.8
0,5,2.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,3,1.5
0,3,1.6
0,3,1.7
0,3,1.8
0,3,1.9
0,8,4.0
0,8,4.1
0,8,4.2
0,8,4.3
0,8,4.4
0,6,3.0
0,6,3.1
0,6,3.2
0,6,3.3
0,6,3.4
