reset,category,field1
0,10,10
0,7,7
0,30,30
0,41,41
0,30,30
0,6,6
0,8,8
0,8,8
0,19,19
0,35,35
0,3,3
0,37,37
0,49,49
0,4,4
0,2,2
0,19,19
0,39,39
0,6,6
0,47,47
0,27,27
0,15,15
0,29,29
0,15,15
0,24,24
0,19,19
0,11,11
0,21,21
0,14,14
0,46,46
0,45,45
0,25,25
0,3,3
0,38,38
0,5,5
0,1,1
0,1,1
0,36,36
0,32,32
0,47,47
0,19,19
0,22,22
0,26,26
0,34,34
0,14,14
0,3,3
0,44,44
0,48,48
0,35,35
0,11,11
0,12,12
0,24,24
0,12,12
0,41,41
0,36,36
0,17,17
0,3,3
0,1,1
0,24,24
0,6,6
0,49,49
0,18,18
0,40,40
0,14,14
0,42,42
0,46,46
0,28,28
0,9,9
0,35,35
0,20,20
0,1,1
0,10,10
0,21,21
0,36,36
0,10,10
0,45,45
0,43,43
0,12,12
0,44,44
0,45,45
0,23,23
0,6,6
0,7,7
0,25,25
0,14,14
0,44,44
0,45,45
0,4,4
0,37,37
0,22,22
0,43,43
0,29,29
0,20,20
0,33,33
0,28,28
0,34,34
0,16,16
0,8,8
0,5,5
0,13,13
0,22,22
0,23,23
0,6,6
0,4,4
0,14,14
0,26,26
0,6,6
0,38,38
0,24,24
0,13,13
0,20,20
0,12,12
0,24,24
0,25,25
0,17,17
0,31,31
0,30,30
0,18,18
0,21,21
0,19,19
0,11,11
0,48,48
0,43,43
0,40,40
0,15,15
0,24,24
0,31,31
0,2,2
0,5,5
0,18,18
0,31,31
0,8,8
0,25,25
0,43,43
0,8,8
0,28,28
0,15,15
0,2,2
0,25,25
0,3,3
0,5,5
0,7,7
0,17,17
0,10,10
0,2,2
0,45,45
0,28,28
0,26,26
0,2,2
0,10,10
0,18,18
0,19,19
0,37,37
0,32,32
0,18,18
0,49,49
0,6,6
0,4,4
0,23,23
0,9,9
0,34,34
0,21,21
0,31,31
0,38,38
0,2,2
0,19,19
0,8,8
0,29,29
0,28,28
0,6,6
0,4,4
0,12,12
0,22,22
0,5,5
0,46,46
0,22,22
0,37,37
0,34,34
0,1,1
0,27,27
0,22,22
0,16,16
0,36,36
0,30,30
0,33,33
0,43,43
0,7,7
0,42,42
0,34,34
0,11,11
0,31,31
0,13,13
0,35,35
0,18,18
0,12,12
0,44,44
0,16,16
0,15,15
0,32,32
0,17,17
0,26,26
0,47,47
0,16,16
0,46,46
0,43,43
0,26,26
0,30,30
0,0,0
0,14,14
0,28,28
0,23,23
0,42,42
0,8,8
0,25,25
0,46,46
0,10,10
0,42,42
0,23,23
0,25,25
0,43,43
0,27,27
0,40,40
0,7,7
0,20,20
0,39,39
0,49,49
0,26,26
0,49,49
0,19,19
0,17,17
0,14,14
0,48,48
0,34,34
0,28,28
0,31,31
0,39,39
0,10,10
0,26,26
0,18,18
0,2,2
0,40,40
0,42,42
0,13,13
0,26,26
0,24,24
0,45,45
0,1,1
0,9,9
0,8,8
0,4,4
0,11,11
0,11,11
0,35,35
0,39,39
0,44,44
0,34,34
0,43,43
0,29,29
0,26,26
0,1,1
0,14,14
0,29,29
0,33,33
0,14,14
0,48,48
0,29,29
0,9,9
0,17,17
0,12,12
0,49,49
0,36,36
0,33,33
0,7,7
0,11,11
0,2,2
0,43,43
0,0,0
0,4,4
0,2,2
0,43,43
0,2,2
0,18,18
0,48,48
0,48,48
0,7,7
0,8,8
0,38,38
0,49,49
0,34,34
0,27,27
0,29,29
0,1,1
0,31,31
0,39,39
0,28,28
0,31,31
0,37,37
0,43,43
0,27,27
0,15,15
0,40,40
0,36,36
0,12,12
0,39,39
0,27,27
0,7,7
0,46,46
0,2,2
0,29,29
0,6,6
0,0,0
0,16,16
0,17,17
0,46,46
0,0,0
0,1,1
0,14,14
0,45,45
0,0,0
0,40,40
0,10,10
0,39,39
0,41,41
0,4,4
0,44,44
0,15,15
0,14,14
0,44,44
0,13,13
0,37,37
0,22,22
0,5,5
0,48,48
0,48,48
0,49,49
0,2,2
0,34,34
0,26,26
0,10,10
0,9,9
0,13,13
0,48,48
0,39,39
0,10,10
0,10,10
0,49,49
0,0,0
0,44,44
0,4,4
0,44,44
0,36,36
0,35,35
0,0,0
0,9,9
0,13,13
0,8,8
0,9,9
0,1,1
0,38,38
0,36,36
0,4,4
0,41,41
0,30,30
0,31,31
0,32,32
0,3,3
0,47,47
0,12,12
0,4,4
0,9,9
0,6,6
0,31,31
0,22,22
0,5,5
0,21,21
0,18,18
0,44,44
0,25,25
0,18,18
0,21,21
0,10,10
0,16,16
0,18,18
0,49,49
0,38,38
0,23,23
0,13,13
0,6,6
0,16,16
0,11,11
0,29,29
0,25,25
0,0,0
0,31,31
0,29,29
0,38,38
0,27,27
0,45,45
0,3,3
0,27,27
