gym,address,timestamp,consumption,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:15:00.0,,,41.9,,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:30:00.0,,51.5,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 09:45:00.0,,,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:00:00.0,32.82,51.5,41.9,1060,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:15:00.0,,,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:30:00.0,,51.5,,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 10:45:00.0,30.63,51.5,41.9,1060,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:00:00.0,,,,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:15:00.0,30.63,,41.9,1060,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:30:00.0,,,41.9,,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 11:45:00.0,31.39,51.5,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:00:00.0,32.95,,,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:15:00.0,32.22,51.5,41.9,1060,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:30:00.0,32.62,51.5,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 12:45:00.0,,,,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:00:00.0,,,41.9,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:15:00.0,,51.5,,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:30:00.0,,,,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 13:45:00.0,30.22,,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:00:00.0,,,41.9,,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:15:00.0,,51.5,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:30:00.0,,,,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 14:45:00.0,,,,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:00:00.0,,51.5,41.9,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:15:00.0,,51.5,,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:30:00.0,31.17,,41.9,,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 15:45:00.0,31.62,,,,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:00:00.0,,51.5,,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:15:00.0,,,41.9,,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:30:00.0,30.29,,,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 16:45:00.0,31.11,51.5,,1060,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:00:00.0,,,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:15:00.0,31.63,51.5,41.9,,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:30:00.0,,,41.9,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 17:45:00.0,,51.5,,,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:00:00.0,32.03,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:15:00.0,,,,,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:30:00.0,,,,1060,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 18:45:00.0,,,,1060,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:00:00.0,32.79,51.5,41.9,,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:15:00.0,,,,1060,1060,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:30:00.0,31.09,51.5,41.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 19:45:00.0,,51.5,41.9,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:00:00.0,,,,1060,,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:15:00.0,31.28,51.5,,,,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:30:00.0,32.47,51.5,41.9,1060,,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 20:45:00.0,30.87,,41.9,1060,,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:00:00.0,,,,,,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:15:00.0,,51.5,41.9,,1060,,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:30:00.0,20.94,,41.9,1060,1060,57.2,44.8,
Mosman,555 Military Rd Mosman 2088,2010-07-02 21:45:00.0,,51.5,,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:00:00.0,,51.5,41.9,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:15:00.0,,,41.9,1060,,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:30:00.0,19.48,,41.9,,1060,,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 22:45:00.0,,51.5,41.9,,1060,57.2,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:00:00.0,16.91,51.5,41.9,1060,1060,57.2,,
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:15:00.0,,,,,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:30:00.0,17.2,,,1060,,,44.8,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-02 23:45:00.0,18.45,,41.9,,1060,57.2,,0.03
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:00:00.0,16.26,,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:15:00.0,,,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:30:00.0,17.96,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 00:45:00.0,17.86,,,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:00:00.0,,52.4,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:15:00.0,,52.4,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:30:00.0,17.73,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 01:45:00.0,,52.4,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:00:00.0,,52.4,36.9,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:15:00.0,25.39,,,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:30:00.0,25.96,,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 02:45:00.0,,,36.9,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:00:00.0,,,,1060,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:15:00.0,,52.4,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:30:00.0,,52.4,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 03:45:00.0,,52.4,36.9,1060,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:00:00.0,,52.4,,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:15:00.0,26.31,,,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:30:00.0,,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 04:45:00.0,,52.4,,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:00:00.0,16.91,52.4,,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:15:00.0,,52.4,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:30:00.0,,,,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 05:45:00.0,22.18,52.4,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:00:00.0,,52.4,,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:15:00.0,,52.4,36.9,1060,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:30:00.0,22.05,52.4,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 06:45:00.0,22.08,52.4,,1060,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:00:00.0,,,36.9,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:15:00.0,22.38,52.4,36.9,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:30:00.0,29.5,,36.9,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 07:45:00.0,,,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:00:00.0,,,36.9,1060,1060,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:15:00.0,,,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:30:00.0,35.0,,,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 08:45:00.0,,,,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:00:00.0,36.03,52.4,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:15:00.0,37.81,52.4,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:30:00.0,,52.4,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 09:45:00.0,,,,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:00:00.0,,,,1060,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:15:00.0,,,,,1060,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:30:00.0,36.55,52.4,36.9,,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 10:45:00.0,38.44,52.4,,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:00:00.0,35.14,52.4,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:15:00.0,,,,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:30:00.0,35.96,52.4,36.9,1060,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 11:45:00.0,34.63,,,,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:00:00.0,33.07,,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:15:00.0,31.53,52.4,36.9,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:30:00.0,31.25,,,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 12:45:00.0,,,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:00:00.0,31.55,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:15:00.0,,52.4,,1060,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:30:00.0,,52.4,,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 13:45:00.0,35.03,,,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:00:00.0,,52.4,,1060,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:15:00.0,33.3,52.4,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:30:00.0,,,,1060,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 14:45:00.0,,,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:00:00.0,30.84,,36.9,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:15:00.0,,,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:30:00.0,,,36.9,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 15:45:00.0,30.79,,,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:00:00.0,,52.4,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:15:00.0,32.44,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:30:00.0,32.18,,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 16:45:00.0,34.28,52.4,,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:00:00.0,33.73,52.4,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:15:00.0,31.39,52.4,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:30:00.0,,52.4,,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 17:45:00.0,,,,,,,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:00:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:15:00.0,35.0,52.4,,1060,,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:30:00.0,,,,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 18:45:00.0,,,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:00:00.0,,,,1060,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:15:00.0,,,36.9,,1060,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:30:00.0,17.75,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 19:45:00.0,17.15,52.4,,1060,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:00:00.0,17.27,52.4,,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:15:00.0,,,,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:30:00.0,15.39,52.4,,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 20:45:00.0,15.33,52.4,,,,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:00:00.0,,,36.9,1060,,58.3,45.3,
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:15:00.0,15.14,,,,,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:30:00.0,,,36.9,,1060,,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 21:45:00.0,,,36.9,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:00:00.0,14.73,,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:15:00.0,14.83,,36.9,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:30:00.0,,,,,1060,58.3,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 22:45:00.0,,,36.9,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:00:00.0,,52.4,,,,58.3,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:15:00.0,,52.4,36.9,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:30:00.0,,52.4,36.9,,,58.3,45.3,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-03 23:45:00.0,,,36.9,,1060,,,0.01
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:00:00.0,14.82,,,,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:15:00.0,,,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:30:00.0,16.84,,,,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 00:45:00.0,17.7,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:00:00.0,17.74,,,,,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:15:00.0,,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:30:00.0,,54.0,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 01:45:00.0,,54.0,45.5,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:00:00.0,,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:15:00.0,,,,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:30:00.0,22.92,,,1060,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 02:45:00.0,,,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:00:00.0,,,,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:15:00.0,,,45.5,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:30:00.0,23.38,,,,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 03:45:00.0,,,45.5,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:00:00.0,,54.0,,,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:15:00.0,23.05,,,1060,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:30:00.0,,54.0,,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 04:45:00.0,17.89,,45.5,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:00:00.0,16.95,54.0,,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:15:00.0,17.1,,45.5,,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:30:00.0,,,45.5,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 05:45:00.0,17.16,,,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:00:00.0,17.16,54.0,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:15:00.0,17.17,54.0,45.5,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:30:00.0,17.17,54.0,,1060,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 06:45:00.0,,,,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:00:00.0,,,45.5,,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:15:00.0,,,45.5,1060,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:30:00.0,,54.0,45.5,,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 07:45:00.0,25.64,,,1060,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:00:00.0,27.09,54.0,45.5,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:15:00.0,29.74,,45.5,,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:30:00.0,31.2,54.0,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 08:45:00.0,30.8,54.0,,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:00:00.0,,,45.5,,1060,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:15:00.0,32.31,,45.5,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:30:00.0,34.15,,,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 09:45:00.0,,,45.5,,,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:00:00.0,33.54,,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:15:00.0,,54.0,,,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:30:00.0,,,,1060,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 10:45:00.0,,,45.5,,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:00:00.0,,,,1060,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:15:00.0,,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:30:00.0,33.23,54.0,,,,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 11:45:00.0,,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:00:00.0,,,,,1060,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:15:00.0,,,45.5,,,,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:30:00.0,,54.0,,1060,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 12:45:00.0,30.36,,,1060,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:00:00.0,,54.0,45.5,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:15:00.0,,54.0,45.5,1060,1060,60.8,45.1,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:30:00.0,34.77,54.0,45.5,,,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 13:45:00.0,32.81,54.0,45.5,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:00:00.0,,54.0,,1060,,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:15:00.0,35.13,54.0,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:30:00.0,32.77,,,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 14:45:00.0,,,,,,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:00:00.0,,54.0,45.5,,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:15:00.0,33.56,54.0,45.5,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:30:00.0,31.66,54.0,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 15:45:00.0,,54.0,,,,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:00:00.0,,,45.5,,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:15:00.0,,,,1060,,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:30:00.0,,,45.5,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 16:45:00.0,,,,,1060,60.8,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 17:00:00.0,,,,1060,1060,60.8,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 17:15:00.0,,54.0,,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 17:30:00.0,,,45.5,1060,1060,,45.1,
Mosman,555 Military Rd Mosman 2088,2010-07-04 17:45:00.0,,,45.5,,1060,,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 18:00:00.0,,,45.5,,1060,60.8,,0.00
Mosman,555 Military Rd Mosman 2088,2010-07-04 18:15:00.0,33.88,,,,,,,
Mosman,555 Military Rd Mosman 2088,2010-07-04 18:30:00.0,,,45.5,1060,1060,,,0.00
